Sample	Gene	Chr	Start	End	Length	Log2ratio	Sig	BP_Whole	Amp_Del	Ab_Seg	Total_Seg	Ab_log2ratio	Log2r_Diff	Ab_Seg_Loc	Ab_Samples	Ab_Samples_Pcnt
syn3-normal-germline	CXADR	chr21	18885190	18938267	20511	0.000					11					
syn3-normal-germline	MIR5009	chr21	28833302	28833944	1929	0.000					1					
syn3-normal-germline	IL10RB	chr21	34638030	34668895	16824	0					8					
syn3-normal-germline	FTCD	chr21	47556076	47575697	22707	0					8					
syn3-normal-germline	TMPRSS2	chr21	42836855	42880161	28992	0					14					
syn3-normal-germline	CHODL	chr21	19617122	19639337	12510	0					6					
syn3-normal-germline	OLIG2	chr21	34398962	34401692	8193	0.000					1					
syn3-normal-germline	KCNE1	chr21	35821279	35822188	2730	0.000					1					
syn3-normal-germline	C21orf58	chr21	47721613	47742821	16551	0.000					7					
syn3-normal-germline	BRWD1	chr21	40558686	40685667	82743	0					36					
syn3-normal-germline	MCM3AP-AS1	chr21	47650024	47670159	4566	0					2					
syn3-normal-germline	USP16	chr21	30399958	30426763	30636	0					14					
syn3-normal-germline	CBR3	chr21	37507233	37519030	9276	0					4					
syn3-normal-germline	MCM3AP	chr21	47654789	47705477	59031	0.000					21					
syn3-normal-germline	LINC00189	chr21	30566161	30660607	3693	0					2					
syn3-normal-germline	KRTAP6-2	chr21	31970707	31971440	2202	0.000					1					
syn3-normal-germline	RWDD2B	chr21	30378513	30391846	8037	0.000					3					
syn3-normal-germline	ZBTB21	chr21	43406831	43414436	14568	0					2					
syn3-normal-germline	SCAF4	chr21	33043391	33104573	48006	0.000					21					
syn3-normal-germline	TSPEAR-AS2	chr21	45937416	45938821	4218	0.000					1					
syn3-normal-germline	LOC102724428	chr21	44834212	44846326	26445	0.000					7					
syn3-normal-germline	ICOSLG	chr21	45642639	45661113	16422	0.000					7					
syn3-normal-germline	MIR99AHG	chr21	17442544	17764193	11037	0					6					
syn3-normal-germline	ERG	chr21	39753762	39947895	33957	0.000					15					
syn3-normal-germline	WRB	chr21	40752051	40769105	11064	0					6					
syn3-normal-germline	BACE2	chr21	42539934	42648068	19734	0.000					9					
syn3-normal-germline	PWP2	chr21	45527005	45550898	42204	0					14					
syn3-normal-germline	NRIP1	chr21	16333308	16365744	24621	0					4					
syn3-normal-germline	DIP2A	chr21	47878778	47988133	73221	0					32					
syn3-normal-germline	MIR548XHG	chr21	19933833	20058659	3120	0					2					
syn3-normal-germline	ITSN1	chr21	35014577	35260785	85257	0.000					39					
syn3-normal-germline	ITGB2	chr21	46306007	46330953	30342	0.000					13					
syn3-normal-germline	MIR802	chr21	37092723	37093346	1872	0.000					1					
syn3-normal-germline	HMGN1	chr21	40714019	40721681	14487	0					4					
syn3-normal-germline	ANKRD20A11P	chr21	15317124	15352472	11754	0					6					
syn3-normal-germline	LINC00479	chr21	43132797	43134710	5415	0					2					
syn3-normal-germline	ATP5J	chr21	27096617	27108081	8856	0					4					
syn3-normal-germline	SAMSN1	chr21	15857992	15956384	23760	0.000					11					
syn3-normal-germline	TCP10L	chr21	33946656	33956866	13917	0.000					5					
syn3-normal-germline	RIPK4	chr21	43160727	43187456	19782	0.000					7					
syn3-normal-germline	LOC106780825	chr21	44560313	44561075	2289	0.000					1					
syn3-normal-germline	HUNK	chr21	33245778	33374580	28728	0.000					13					
syn3-normal-germline	MIR3156-3	chr21	14778448	14779003	1668	0.000					1					
syn3-normal-germline	IGSF5	chr21	41117209	41173834	17583	0.000					9					
syn3-normal-germline	UBE2G2	chr21	46191037	46221938	12984	0.000					7					
syn3-normal-germline	LOC642852	chr21	46710568	46716531	9255	0					4					
syn3-normal-germline	SIM2	chr21	38071793	38121725	27378	0.000					13					
syn3-normal-germline	CRYAA	chr21	44588927	44592609	8409	0					2					
syn3-normal-germline	JAM2	chr21	27011855	27087254	19719	0					10					
syn3-normal-germline	ETS2	chr21	40177061	40196988	25785	0					10					
syn3-normal-germline	LCA5L	chr21	40777618	40800578	16410	0					6					
syn3-normal-germline	RCAN1	chr21	35888926	35897885	11994	0					6					
syn3-normal-germline	KCNE2	chr21	35742477	35743658	3546	0.000					1					
syn3-normal-germline	C21orf62	chr21	34165720	34186239	7362	0.000					3					
syn3-normal-germline	C21orf91	chr21	19164900	19190919	10704	0					4					
syn3-normal-germline	ANKRD30BP2	chr21	14410306	14490581	30027	0.000					11					
syn3-normal-germline	AGPAT3	chr21	45359871	45406959	25341	0					12					
syn3-normal-germline	C21orf140	chr21	35771756	35773618	5589	0.000					1					
syn3-normal-germline	COL6A1	chr21	47401522	47424208	44631	0					10					
syn3-normal-germline	MIR3648-2	chr21	9825583	9826504	2766	0.000					1					
syn3-normal-germline	TMPRSS3	chr21	43791754	43816479	27756	0					12					
syn3-normal-germline	ERVH48-1	chr21	44338405	44339348	2832	0.000					1					
syn3-normal-germline	LINC01547	chr21	46353420	46357790	9564	0					2					
syn3-normal-germline	SON	chr21	34914910	34950013	49284	0					12					
syn3-normal-germline	USP25	chr21	17102494	17252270	57975	0.000					27					
syn3-normal-germline	CCT8	chr21	30428526	30446204	22407	0.000					11					
syn3-normal-germline	COL18A1	chr21	46875180	46932741	73812	0.000					23					
syn3-normal-germline	SLC19A1	chr21	46934606	46958115	16374	0					6					
syn3-normal-germline	MAP3K7CL	chr21	30457903	30547430	11859	0					6					
syn3-normal-germline	BACH1	chr21	30693374	30718540	18249	0					6					
syn3-normal-germline	SLC5A3	chr21	35446380	35478725	36144	0					2					
syn3-normal-germline	GART	chr21	34876196	34911850	35736	0					14					
syn3-normal-germline	TRAPPC10	chr21	45432122	45524810	60327	0.000					27					
syn3-normal-germline	ADARB1	chr21	46554421	46646722	29283	0					14					
syn3-normal-germline	IFNGR2	chr21	34775508	34809491	16866	0					8					
syn3-normal-germline	DSCR8	chr21	39494110	39528739	7026	0					4					
syn3-normal-germline	SUMO3	chr21	46225287	46238147	11379	0.000					5					
syn3-normal-germline	CLIC6	chr21	36041424	36090736	20052	0.000					9					
syn3-normal-germline	GABPA	chr21	27113667	27142599	18927	0					8					
syn3-normal-germline	PKNOX1	chr21	44424186	44453869	24300	0.000					11					
syn3-normal-germline	YBEY	chr21	47706582	47717730	8571	0					4					
syn3-normal-germline	FRGCA	chr21	44560313	44561075	2289	0.000					1					
syn3-normal-germline	CBS	chr21	44473740	44492468	28242	0					14					
syn3-normal-germline	DNMT3L	chr21	45665463	45681345	21414	0					8					
syn3-normal-germline	MORC3	chr21	37692292	37748811	34827	0					16					
syn3-normal-germline	EVA1C	chr21	33784881	33887895	48285	0					16					
syn3-normal-germline	TFF1	chr21	43782318	43786832	5190	0.000					3					
syn3-normal-germline	CBR1	chr21	37442200	37445349	8487	0.000					3					
syn3-normal-germline	FAM3B	chr21	42688398	42729364	16644	0					8					
syn3-normal-germline	GRIK1-AS2	chr21	30969600	31003145	5520	0.000					3					
syn3-normal-germline	LOC400867	chr21	40250188	40250998	2433	0.000					1					
syn3-normal-germline	DNAJC28	chr21	34860297	34861842	4638	0.000					1					
syn3-normal-germline	C21orf59	chr21	33973958	33984783	12729	0					6					
syn3-normal-germline	BTG3	chr21	18965184	18981704	13044	0.000					5					
syn3-normal-germline	HSF2BP	chr21	44949346	45078239	21636	0.000					11					
syn3-normal-germline	LOC100129027	chr21	47249615	47250575	2883	0.000					1					
syn3-normal-germline	KCNJ6	chr21	38997195	39213271	9732	0					4					
syn3-normal-germline	LINC01549	chr21	18813829	18821495	3540	0					2					
syn3-normal-germline	HLCS	chr21	38123233	38349179	34686	0.000					15					
syn3-normal-germline	PCBP3	chr21	47269693	47361870	30207	0					14					
syn3-normal-germline	PSMG1	chr21	40547241	40555605	12969	0					6					
syn3-normal-germline	TEKT4P2	chr21	9906882	9966626	7479	0					4					
syn3-normal-germline	TRPM2-AS	chr21	45841951	45842492	1626	0.000					1					
syn3-normal-germline	MIR3118-1	chr21	15016834	15017422	1767	0.000					1					
syn3-normal-germline	CRYZL1	chr21	34961781	35013804	27201	0					14					
syn3-normal-germline	SH3BGR	chr21	40823576	40887675	17751	0.000					9					
syn3-normal-germline	TMPRSS15	chr21	19642016	19776176	44610	0					22					
syn3-normal-germline	URB1	chr21	33686616	33765946	82191	0					36					
syn3-normal-germline	DSCR3	chr21	38597566	38639863	14505	0.000					7					
syn3-normal-germline	SETD4	chr21	37408130	37431435	23139	0					12					
syn3-normal-germline	MX2	chr21	42735300	42780434	28872	0.000					13					
syn3-normal-germline	C21orf2	chr21	45749798	45759327	15207	0.000					7					
syn3-normal-germline	LINC00319	chr21	44869705	44870756	3156	0.000					1					
syn3-normal-germline	RRP1	chr21	45209230	45223886	21120	0					10					
syn3-normal-germline	MIR99A	chr21	17911169	17911738	1710	0.000					1					
syn3-normal-germline	NCAM2	chr21	22370584	22911056	39813	0.000					19					
syn3-normal-germline	SPATC1L	chr21	47581024	47602985	8178	0.000					3					
syn3-normal-germline	MIR3687-1	chr21	9825583	9826504	2766	0.000					1					
syn3-normal-germline	KCNJ15	chr21	39668599	39673962	10947	0					2					
syn3-normal-germline	PDXK	chr21	45138917	45182179	33171	0					16					
syn3-normal-germline	LINC00308	chr21	23481490	23487398	5217	0.000					3					
syn3-normal-germline	IFNAR2	chr21	34602538	34636025	21915	0.000					9					
syn3-normal-germline	IFNAR1	chr21	34697120	34728080	18660	0.000					9					
syn3-normal-germline	LINC01548	chr21	34537690	34542752	6636	0.000					3					
syn3-normal-germline	SIK1	chr21	44834212	44846326	26445	0.000					7					
syn3-normal-germline	ADAMTS1	chr21	28208517	28217425	21372	0.000					5					
syn3-normal-germline	DSCR10	chr21	39579968	39580798	2493	0.000					1					
syn3-normal-germline	DOPEY2	chr21	37536772	37666783	75585	0					34					
syn3-normal-germline	PIGP	chr21	38437665	38445128	8478	0					4					
syn3-normal-germline	RRP1B	chr21	45079249	45114213	32742	0.000					15					
syn3-normal-germline	LINC00313	chr21	44891227	44898266	5286	0.000					3					
syn3-normal-germline	KRTAP7-1	chr21	32201512	32202271	2280	0.000					1					
syn3-normal-germline	DSCR4	chr21	39426610	39493599	5478	0.000					3					
syn3-normal-germline	TFF2	chr21	43766337	43771322	7530	0					4					
syn3-normal-germline	GRIK1	chr21	30925581	31312073	39189	0					20					
syn3-normal-germline	U2AF1	chr21	44512936	44527864	14043	0.000					7					
syn3-normal-germline	RUNX1-IT1	chr21	36410602	36411078	1431	0.000					1					
syn3-normal-germline	U2AF1L5	chr21	44512936	44527864	14043	0.000					7					
syn3-normal-germline	MIR4327	chr21	31747369	31747931	1689	0.000					1					
syn3-normal-germline	SMIM11A	chr21	35751503	35758212	3819	0					2					
syn3-normal-germline	LINC00314	chr21	29394842	29395489	1944	0.000					1					
syn3-normal-germline	ADAMTS5	chr21	28290251	28338978	31146	0.000					13					
syn3-normal-germline	PAXBP1	chr21	34105930	34144206	40677	0					18					
syn3-normal-germline	MX1	chr21	42803743	42830922	25287	0					12					
syn3-normal-germline	PRMT2	chr21	48056608	48084459	23187	0					12					
syn3-normal-germline	SNORA80A	chr21	33749182	33749886	2115	0.000					1					
syn3-normal-germline	UBASH3A	chr21	43823800	43867587	28224	0					14					
syn3-normal-germline	MIR155HG	chr21	26946042	26946594	1659	0.000					1					
syn3-normal-germline	OLIG1	chr21	34442250	34444924	8025	0.000					1					
syn3-normal-germline	HSPA13	chr21	15743240	15755704	14421	0.000					7					
syn3-normal-germline	MIR3687-2	chr21	9825583	9826504	2766	0.000					1					
syn3-normal-germline	LOC102724652	chr21	44588927	44592609	8409	0					2					
syn3-normal-germline	ABCC13	chr21	15646156	15672208	12492	0					6					
syn3-normal-germline	S100B	chr21	48018976	48022604	4122	0					2					
syn3-normal-germline	LOC388813	chr21	15964663	16015706	14469	0					8					
syn3-normal-germline	LRRC3	chr21	45876217	45878951	8205	0.000					1					
syn3-normal-germline	MIS18A	chr21	33641077	33651560	9351	0.000					5					
syn3-normal-germline	ABCG1	chr21	43639173	43717334	39066	0.000					17					
syn3-normal-germline	COL6A2	chr21	47531108	47552602	43389	0.000					11					
syn3-normal-germline	MIR155	chr21	26946042	26946594	1659	0.000					1					
syn3-normal-germline	B3GALT5-AS1	chr21	40969307	40984521	10512	0.000					5					
syn3-normal-germline	KRTAP6-1	chr21	31985754	31986439	2058	0.000					1					
syn3-normal-germline	PTTG1IP	chr21	46269268	46293787	14745	0.000					7					
syn3-normal-germline	CBR3-AS1	chr21	37504519	37515925	4983	0					2					
syn3-normal-germline	LSS	chr21	47608224	47648929	42021	0					20					
syn3-normal-germline	POFUT2	chr21	46685116	46708041	21021	0.000					9					
syn3-normal-germline	WDR4	chr21	44269909	44300246	24729	0					12					
syn3-normal-germline	TMEM50B	chr21	34821462	34851402	16953	0					8					
syn3-normal-germline	CYYR1	chr21	27840535	27945482	11934	0					6					
syn3-normal-germline	RBM11	chr21	15588286	15599833	9861	0.000					5					
syn3-normal-germline	RSPH1	chr21	43892649	43916502	15177	0					8					
syn3-normal-germline	LTN1	chr21	30300218	30365443	67248	0					28					
syn3-normal-germline	LIPI	chr21	15481049	15579541	22638	0					12					
syn3-normal-germline	PCP4	chr21	41239121	41301314	6114	0.000					3					
syn3-normal-germline	MRPL39	chr21	26957782	26980033	20175	0.000					11					
syn3-normal-germline	CLDN17	chr21	31537997	31539244	3744	0.000					1					
syn3-normal-germline	SLC37A1	chr21	43938263	44001716	38382	0					20					
syn3-normal-germline	MIR3648-1	chr21	9825583	9826504	2766	0.000					1					
syn3-normal-germline	WRB-SH3BGR	chr21	40752051	40887675	22755	0					12					
syn3-normal-germline	C21orf62-AS1	chr21	34156911	34169634	5469	0.000					3					
syn3-normal-germline	C2CD2	chr21	43305358	43373982	35580	0					16					
syn3-normal-germline	FAM207A	chr21	46359692	46396978	13611	0.000					7					
syn3-normal-germline	RIPPLY3	chr21	38378823	38390747	7716	0					4					
syn3-normal-germline	ATP5O	chr21	35275583	35288338	12054	0					6					
syn3-normal-germline	SYNJ1	chr21	34000819	34100632	69282	0.000					31					
syn3-normal-germline	TTC3	chr21	38445331	38574150	89808	0.000					43					
syn3-normal-germline	CLDN8	chr21	31586810	31588514	5115	0.000					1					
syn3-tumor	PTTG1IP	chr21	46269268	46293787	14745	-0.045					7					
syn3-tumor	CBR3-AS1	chr21	37504519	37515925	4983	0.0875					2					
syn3-tumor	LSS	chr21	47608224	47648929	42021	-0.014					20					
syn3-tumor	POFUT2	chr21	46685116	46708041	21021	0.059					9					
syn3-tumor	WDR4	chr21	44269909	44300246	24729	-0.0285					12					
syn3-tumor	COL6A2	chr21	47531108	47552602	43389	-0.055					11					
syn3-tumor	MIR155	chr21	26946042	26946594	1659	-0.005					1					
syn3-tumor	B3GALT5-AS1	chr21	40969307	40984521	10512	0.076					5					
syn3-tumor	KRTAP6-1	chr21	31985754	31986439	2058	-0.109					1					
syn3-tumor	RSPH1	chr21	43892649	43916502	15177	-0.007					8					
syn3-tumor	RBM11	chr21	15588286	15599833	9861	0.021					5					
syn3-tumor	LTN1	chr21	30300218	30365443	67248	0.008					28					
syn3-tumor	TMEM50B	chr21	34821462	34851402	16953	0.0415					8					
syn3-tumor	CYYR1	chr21	27840535	27945482	11934	0.12					6					
syn3-tumor	CLDN17	chr21	31537997	31539244	3744	-0.360					1					
syn3-tumor	MRPL39	chr21	26957782	26980033	20175	-0.030					11					
syn3-tumor	PCP4	chr21	41239121	41301314	6114	0.085					3					
syn3-tumor	SLC37A1	chr21	43938263	44001716	38382	0.0585					20					
syn3-tumor	LIPI	chr21	15481049	15579541	22638	0.046					12					
syn3-tumor	FAM207A	chr21	46359692	46396978	13611	0.076					7					
syn3-tumor	RIPPLY3	chr21	38378823	38390747	7716	0.0165					4					
syn3-tumor	SYNJ1	chr21	34000819	34100632	69282	0.029					31					
syn3-tumor	ATP5O	chr21	35275583	35288338	12054	-0.057					6					
syn3-tumor	CLDN8	chr21	31586810	31588514	5115	-0.055					1					
syn3-tumor	TTC3	chr21	38445331	38574150	89808	-0.001					43					
syn3-tumor	MIR3648-1	chr21	9825583	9826504	2766	0.050					1					
syn3-tumor	C21orf62-AS1	chr21	34156911	34169634	5469	-0.082					3					
syn3-tumor	C2CD2	chr21	43305358	43373982	35580	-0.016					16					
syn3-tumor	WRB-SH3BGR	chr21	40752051	40887675	22755	-0.037	23	BP	Del	1	12	-2.33	2.3	8(40870271-40870834)	1	0.333
syn3-tumor	KRTAP7-1	chr21	32201512	32202271	2280	0.045					1					
syn3-tumor	GRIK1	chr21	30925581	31312073	39189	0.008					20					
syn3-tumor	DSCR4	chr21	39426610	39493599	5478	0.063					3					
syn3-tumor	TFF2	chr21	43766337	43771322	7530	-0.007					4					
syn3-tumor	RUNX1-IT1	chr21	36410602	36411078	1431	0.021					1					
syn3-tumor	U2AF1	chr21	44512936	44527864	14043	-0.091					7					
syn3-tumor	U2AF1L5	chr21	44512936	44527864	14043	-0.091					7					
syn3-tumor	DOPEY2	chr21	37536772	37666783	75585	0.007					34					
syn3-tumor	DSCR10	chr21	39579968	39580798	2493	-0.440					1					
syn3-tumor	PIGP	chr21	38437665	38445128	8478	0.097					4					
syn3-tumor	LINC00313	chr21	44891227	44898266	5286	0.042					3					
syn3-tumor	RRP1B	chr21	45079249	45114213	32742	0.007					15					
syn3-tumor	ADAMTS5	chr21	28290251	28338978	31146	-0.013					13					
syn3-tumor	PAXBP1	chr21	34105930	34144206	40677	0.0335					18					
syn3-tumor	MX1	chr21	42803743	42830922	25287	-0.0465					12					
syn3-tumor	PRMT2	chr21	48056608	48084459	23187	0.0425					12					
syn3-tumor	SNORA80A	chr21	33749182	33749886	2115	0.185					1					
syn3-tumor	MIR4327	chr21	31747369	31747931	1689	-0.149					1					
syn3-tumor	SMIM11A	chr21	35751503	35758212	3819	0.061					2					
syn3-tumor	LINC00314	chr21	29394842	29395489	1944	-0.197					1					
syn3-tumor	OLIG1	chr21	34442250	34444924	8025	-0.066					1					
syn3-tumor	UBASH3A	chr21	43823800	43867587	28224	-0.073					14					
syn3-tumor	MIR155HG	chr21	26946042	26946594	1659	-0.005					1					
syn3-tumor	MIS18A	chr21	33641077	33651560	9351	-0.011					5					
syn3-tumor	LRRC3	chr21	45876217	45878951	8205	0.005					1					
syn3-tumor	ABCG1	chr21	43639173	43717334	39066	-0.024					17					
syn3-tumor	HSPA13	chr21	15743240	15755704	14421	-0.067					7					
syn3-tumor	MIR3687-2	chr21	9825583	9826504	2766	0.050					1					
syn3-tumor	ABCC13	chr21	15646156	15672208	12492	0.034					6					
syn3-tumor	LOC102724652	chr21	44588927	44592609	8409	0.113					2					
syn3-tumor	S100B	chr21	48018976	48022604	4122	-0.0145					2					
syn3-tumor	LOC388813	chr21	15964663	16015706	14469	0.1585					8					
syn3-tumor	MIR3118-1	chr21	15016834	15017422	1767	0.113					1					
syn3-tumor	TRPM2-AS	chr21	45841951	45842492	1626	0.188					1					
syn3-tumor	CRYZL1	chr21	34961781	35013804	27201	0.023					14					
syn3-tumor	HLCS	chr21	38123233	38349179	34686	0.046					15					
syn3-tumor	TEKT4P2	chr21	9906882	9966626	7479	-0.171					4					
syn3-tumor	PCBP3	chr21	47269693	47361870	30207	-0.074					14					
syn3-tumor	PSMG1	chr21	40547241	40555605	12969	0.0115					6					
syn3-tumor	URB1	chr21	33686616	33765946	82191	-0.0215					36					
syn3-tumor	DSCR3	chr21	38597566	38639863	14505	-0.028					7					
syn3-tumor	SETD4	chr21	37408130	37431435	23139	-0.0325					12					
syn3-tumor	MX2	chr21	42735300	42780434	28872	0.069					13					
syn3-tumor	SH3BGR	chr21	40823576	40887675	17751	-0.047	24	BP	Del	1	9	-2.33	2.3	5(40870271-40870834)	1	0.333
syn3-tumor	TMPRSS15	chr21	19642016	19776176	44610	0.013					22					
syn3-tumor	NCAM2	chr21	22370584	22911056	39813	0.065					19					
syn3-tumor	SPATC1L	chr21	47581024	47602985	8178	0.156					3					
syn3-tumor	KCNJ15	chr21	39668599	39673962	10947	-0.146					2					
syn3-tumor	MIR3687-1	chr21	9825583	9826504	2766	0.050					1					
syn3-tumor	LINC00308	chr21	23481490	23487398	5217	-0.017					3					
syn3-tumor	PDXK	chr21	45138917	45182179	33171	-0.0035					16					
syn3-tumor	LINC00319	chr21	44869705	44870756	3156	0.171					1					
syn3-tumor	C21orf2	chr21	45749798	45759327	15207	0.044					7					
syn3-tumor	MIR99A	chr21	17911169	17911738	1710	0.119					1					
syn3-tumor	RRP1	chr21	45209230	45223886	21120	-0.052					10					
syn3-tumor	LINC01548	chr21	34537690	34542752	6636	-0.265					3					
syn3-tumor	IFNAR1	chr21	34697120	34728080	18660	0.054					9					
syn3-tumor	ADAMTS1	chr21	28208517	28217425	21372	-0.122					5					
syn3-tumor	SIK1	chr21	44834212	44846326	26445	0.022					7					
syn3-tumor	IFNAR2	chr21	34602538	34636025	21915	0.081					9					
syn3-tumor	SUMO3	chr21	46225287	46238147	11379	-0.037					5					
syn3-tumor	CLIC6	chr21	36041424	36090736	20052	0.040					9					
syn3-tumor	GABPA	chr21	27113667	27142599	18927	-0.135					8					
syn3-tumor	PKNOX1	chr21	44424186	44453869	24300	-0.074					11					
syn3-tumor	FRGCA	chr21	44560313	44561075	2289	-0.219					1					
syn3-tumor	CBS	chr21	44473740	44492468	28242	-0.018					14					
syn3-tumor	YBEY	chr21	47706582	47717730	8571	-0.037					4					
syn3-tumor	GART	chr21	34876196	34911850	35736	-0.0855					14					
syn3-tumor	TRAPPC10	chr21	45432122	45524810	60327	-0.003					27					
syn3-tumor	ADARB1	chr21	46554421	46646722	29283	0.0205					14					
syn3-tumor	DSCR8	chr21	39494110	39528739	7026	-0.1285					4					
syn3-tumor	IFNGR2	chr21	34775508	34809491	16866	0.0645					8					
syn3-tumor	EVA1C	chr21	33784881	33887895	48285	0.0485					16					
syn3-tumor	DNMT3L	chr21	45665463	45681345	21414	0.0105					8					
syn3-tumor	MORC3	chr21	37692292	37748811	34827	-0.1275					16					
syn3-tumor	GRIK1-AS2	chr21	30969600	31003145	5520	-0.066					3					
syn3-tumor	LOC400867	chr21	40250188	40250998	2433	-0.040					1					
syn3-tumor	TFF1	chr21	43782318	43786832	5190	-0.101					3					
syn3-tumor	CBR1	chr21	37442200	37445349	8487	-0.048					3					
syn3-tumor	FAM3B	chr21	42688398	42729364	16644	0.0065					8					
syn3-tumor	LOC100129027	chr21	47249615	47250575	2883	0.016					1					
syn3-tumor	KCNJ6	chr21	38997195	39213271	9732	0.0255					4					
syn3-tumor	LINC01549	chr21	18813829	18821495	3540	-0.0895					2					
syn3-tumor	C21orf59	chr21	33973958	33984783	12729	0.0505					6					
syn3-tumor	DNAJC28	chr21	34860297	34861842	4638	0.059					1					
syn3-tumor	HSF2BP	chr21	44949346	45078239	21636	-0.043					11					
syn3-tumor	BTG3	chr21	18965184	18981704	13044	0.004					5					
syn3-tumor	SIM2	chr21	38071793	38121725	27378	0.029					13					
syn3-tumor	CRYAA	chr21	44588927	44592609	8409	0.113					2					
syn3-tumor	JAM2	chr21	27011855	27087254	19719	-0.002					10					
syn3-tumor	LCA5L	chr21	40777618	40800578	16410	0.073					6					
syn3-tumor	ETS2	chr21	40177061	40196988	25785	0.028					10					
syn3-tumor	IGSF5	chr21	41117209	41173834	17583	0.014					9					
syn3-tumor	UBE2G2	chr21	46191037	46221938	12984	0.004					7					
syn3-tumor	MIR3156-3	chr21	14778448	14779003	1668	0.334					1					
syn3-tumor	LOC642852	chr21	46710568	46716531	9255	-0.0855					4					
syn3-tumor	ANKRD30BP2	chr21	14410306	14490581	30027	-0.006					11					
syn3-tumor	AGPAT3	chr21	45359871	45406959	25341	-0.0135					12					
syn3-tumor	C21orf140	chr21	35771756	35773618	5589	-0.001					1					
syn3-tumor	COL6A1	chr21	47401522	47424208	44631	-0.011					10					
syn3-tumor	C21orf62	chr21	34165720	34186239	7362	0.027					3					
syn3-tumor	C21orf91	chr21	19164900	19190919	10704	-0.076					4					
syn3-tumor	RCAN1	chr21	35888926	35897885	11994	0.049					6					
syn3-tumor	KCNE2	chr21	35742477	35743658	3546	-0.076					1					
syn3-tumor	USP25	chr21	17102494	17252270	57975	0.051					27					
syn3-tumor	SON	chr21	34914910	34950013	49284	-0.011					12					
syn3-tumor	CCT8	chr21	30428526	30446204	22407	-0.072					11					
syn3-tumor	MIR3648-2	chr21	9825583	9826504	2766	0.050					1					
syn3-tumor	ERVH48-1	chr21	44338405	44339348	2832	-0.032					1					
