
Sample	Gene	Chr	Start	End	Length	Log2ratio	Sig	BP_Whole	Amp_Del	Ab_Seg	Total_Seg	Ab_log2ratio	Log2r_Diff	Ab_Seg_Loc	Ab_Samples	Ab_Samples_Pcnt
syn3-normal	C21orf58	chr21	47721613	47742821	16551	0.000					7					
syn3-normal	BRWD1	chr21	40558686	40685667	82743	0					36					
syn3-normal	MCM3AP-AS1	chr21	47650024	47670159	4566	0					2					
syn3-normal	USP16	chr21	30399958	30426763	30636	0					14					
syn3-normal	CBR3	chr21	37507233	37519030	9276	0					4					
syn3-normal	MCM3AP	chr21	47654789	47705477	59031	0.000					21					
syn3-normal	LINC00189	chr21	30566161	30660607	3693	0					2					
syn3-normal	KRTAP6-2	chr21	31970707	31971440	2202	0.000					1					
syn3-normal	RWDD2B	chr21	30378513	30391846	8037	0.000					3					
syn3-normal	ZBTB21	chr21	43406831	43414436	14568	0					2					
syn3-normal	SCAF4	chr21	33043391	33104573	48006	0.000					21					
syn3-normal	TSPEAR-AS2	chr21	45937416	45938821	4218	0.000					1					
syn3-normal	KRTAP10-3	chr21	45977643	45978807	3495	0.000					1					
syn3-normal	LOC102724428	chr21	44834212	44846326	26445	0.000					7					
syn3-normal	ICOSLG	chr21	45642639	45661113	16422	0.000					7					
syn3-normal	MIR99AHG	chr21	17442544	17764193	11037	0					6					
syn3-normal	BAGE	chr21	11097344	11099021	3903	0					2					
syn3-normal	ERG	chr21	39753762	39947895	33957	0.000					15					
syn3-normal	WRB	chr21	40752051	40769105	11064	0					6					
syn3-normal	BACE2	chr21	42539934	42648068	19734	0.000					9					
syn3-normal	PWP2	chr21	45527005	45550898	42204	0					14					
syn3-normal	NRIP1	chr21	16333308	16365744	24621	0					4					
syn3-normal	DIP2A	chr21	47878778	47988133	73221	0					32					
syn3-normal	MIR548XHG	chr21	19933833	20058659	3120	0					2					
syn3-normal	ITSN1	chr21	35014577	35260785	85257	0.000					39					
syn3-normal	ITGB2	chr21	46306007	46330953	30342	0.000					13					
syn3-normal	MIR802	chr21	37092723	37093346	1872	0.000					1					
syn3-normal	HMGN1	chr21	40714019	40721681	14487	0					4					
syn3-normal	ANKRD20A11P	chr21	15317124	15352472	11754	0					6					
syn3-normal	LINC00479	chr21	43132797	43134710	5415	0					2					
syn3-normal	ATP5J	chr21	27096617	27108081	8856	0					4					
syn3-normal	SAMSN1	chr21	15857992	15956384	23760	0.000					11					
syn3-normal	TCP10L	chr21	33946656	33956866	13917	0.000					5					
syn3-normal	RIPK4	chr21	43160727	43187456	19782	0.000					7					
syn3-normal	LOC106780825	chr21	44560313	44561075	2289	0.000					1					
syn3-normal	HUNK	chr21	33245778	33374580	28728	0.000					13					
syn3-normal	MIR3156-3	chr21	14778448	14779003	1668	0.000					1					
syn3-normal	IGSF5	chr21	41117209	41173834	17583	0.000					9					
syn3-normal	UBE2G2	chr21	46191037	46221938	12984	0.000					7					
syn3-normal	LOC642852	chr21	46710568	46716531	9255	0					4					
syn3-normal	SIM2	chr21	38071793	38121725	27378	0.000					13					
syn3-normal	CRYAA	chr21	44588927	44592609	8409	0					2					
syn3-normal	JAM2	chr21	27011855	27087254	19719	0					10					
syn3-normal	KRTAP20-1	chr21	31988481	31989197	2151	0.000					1					
syn3-normal	ETS2	chr21	40177061	40196988	25785	0					10					
syn3-normal	LCA5L	chr21	40777618	40800578	16410	0					6					
syn3-normal	KRTAP24-1	chr21	31654192	31655420	3687	0.000					1					
syn3-normal	RCAN1	chr21	35888926	35897885	11994	0					6					
syn3-normal	KCNE2	chr21	35742477	35743658	3546	0.000					1					
syn3-normal	C21orf62	chr21	34165720	34186239	7362	0.000					3					
syn3-normal	C21orf91	chr21	19164900	19190919	10704	0					4					
syn3-normal	KRTAP27-1	chr21	31709129	31710239	3333	0.000					1					
syn3-normal	ANKRD30BP2	chr21	14410306	14490581	30027	0.000					11					
syn3-normal	AGPAT3	chr21	45359871	45406959	25341	0					12					
syn3-normal	C21orf140	chr21	35771756	35773618	5589	0.000					1					
syn3-normal	COL6A1	chr21	47401522	47424208	44631	0					10					
syn3-normal	KRTAP19-3	chr21	31863741	31864587	2541	0.000					1					
syn3-normal	KRTAP19-2	chr21	31859256	31859995	2220	0.000					1					
syn3-normal	MIR3648-2	chr21	9825583	9826504	2766	0.000					1					
syn3-normal	TMPRSS3	chr21	43791754	43816479	27756	0					12					
syn3-normal	ERVH48-1	chr21	44338405	44339348	2832	0.000					1					
syn3-normal	LINC01547	chr21	46353420	46357790	9564	0					2					
syn3-normal	KRTAP10-4	chr21	45993330	45995410	6243	0.000					1					
syn3-normal	SON	chr21	34914910	34950013	49284	0					12					
syn3-normal	USP25	chr21	17102494	17252270	57975	0.000					27					
syn3-normal	CCT8	chr21	30428526	30446204	22407	0.000					11					
syn3-normal	COL18A1	chr21	46875180	46932741	73812	0.000					23					
syn3-normal	SLC19A1	chr21	46934606	46958115	16374	0					6					
syn3-normal	KRTAP10-10	chr21	46057067	46058578	4536	0.000					1					
syn3-normal	KRTAP20-4	chr21	31992693	31993385	2079	0.000					1					
syn3-normal	POTED	chr21	14982272	15014079	15486	0.000					7					
syn3-normal	MAP3K7CL	chr21	30457903	30547430	11859	0					6					
syn3-normal	BACH1	chr21	30693374	30718540	18249	0					6					
syn3-normal	SLC5A3	chr21	35446380	35478725	36144	0					2					
syn3-normal	KRTAP10-8	chr21	46031732	46033102	4113	0.000					1					
syn3-normal	GART	chr21	34876196	34911850	35736	0					14					
syn3-normal	TRAPPC10	chr21	45432122	45524810	60327	0.000					27					
syn3-normal	ADARB1	chr21	46554421	46646722	29283	0					14					
syn3-normal	IFNGR2	chr21	34775508	34809491	16866	0					8					
syn3-normal	DSCR8	chr21	39494110	39528739	7026	0					4					
syn3-normal	SUMO3	chr21	46225287	46238147	11379	0.000					5					
syn3-normal	CLIC6	chr21	36041424	36090736	20052	0.000					9					
syn3-normal	GABPA	chr21	27113667	27142599	18927	0					8					
syn3-normal	PKNOX1	chr21	44424186	44453869	24300	0.000					11					
syn3-normal	YBEY	chr21	47706582	47717730	8571	0					4					
syn3-normal	FRGCA	chr21	44560313	44561075	2289	0.000					1					
syn3-normal	CBS	chr21	44473740	44492468	28242	0					14					
syn3-normal	DNMT3L	chr21	45665463	45681345	21414	0					8					
syn3-normal	MORC3	chr21	37692292	37748811	34827	0					16					
syn3-normal	KRTAP10-11	chr21	46066137	46067786	4950	0.000					1					
syn3-normal	EVA1C	chr21	33784881	33887895	48285	0					16					
syn3-normal	TFF1	chr21	43782318	43786832	5190	0.000					3					
syn3-normal	CBR1	chr21	37442200	37445349	8487	0.000					3					
syn3-normal	PCNT	chr21	47743893	47865493	101439	0.000					41					
syn3-normal	FAM3B	chr21	42688398	42729364	16644	0					8					
syn3-normal	KRTAP19-6	chr21	31913677	31914366	2070	0.000					1					
syn3-normal	KRTAP10-9	chr21	46046838	46048456	4857	0.000					1					
syn3-normal	GRIK1-AS2	chr21	30969600	31003145	5520	0.000					3					
syn3-normal	KRTAP20-3	chr21	32014927	32015652	2178	0.000					1					
syn3-normal	LOC400867	chr21	40250188	40250998	2433	0.000					1					
syn3-normal	KRTAP19-5	chr21	31873912	31874667	2268	0.000					1					
syn3-normal	DNAJC28	chr21	34860297	34861842	4638	0.000					1					
syn3-normal	C21orf59	chr21	33973958	33984783	12729	0					6					
syn3-normal	BTG3	chr21	18965184	18981704	13044	0.000					5					
syn3-normal	HSF2BP	chr21	44949346	45078239	21636	0.000					11					
syn3-normal	LOC100129027	chr21	47249615	47250575	2883	0.000					1					
syn3-normal	KCNJ6	chr21	38997195	39213271	9732	0					4					
syn3-normal	LINC01549	chr21	18813829	18821495	3540	0					2					
syn3-normal	HLCS	chr21	38123233	38349179	34686	0.000					15					
syn3-normal	PCBP3	chr21	47269693	47361870	30207	0					14					
syn3-normal	PSMG1	chr21	40547241	40555605	12969	0					6					
syn3-normal	KRTAP10-12	chr21	46116899	46118193	3885	0.000					1					
syn3-normal	TEKT4P2	chr21	9906882	9966626	7479	0					4					
syn3-normal	KRTAP22-2	chr21	31962277	31962978	2106	0.000					1					
syn3-normal	KRTAP25-1	chr21	31661324	31662020	2091	0.000					1					
syn3-normal	TRPM2-AS	chr21	45841951	45842492	1626	0.000					1					
syn3-normal	MIR3118-1	chr21	15016834	15017422	1767	0.000					1					
syn3-normal	KRTAP20-2	chr21	32007380	32008142	2289	0.000					1					
syn3-normal	CRYZL1	chr21	34961781	35013804	27201	0					14					
syn3-normal	SH3BGR	chr21	40823576	40887675	17751	0.000					9					
syn3-normal	TMPRSS15	chr21	19642016	19776176	44610	0					22					
syn3-normal	KRTAP10-7	chr21	46020375	46022184	5430	0.000					1					
syn3-normal	URB1	chr21	33686616	33765946	82191	0					36					
syn3-normal	DSCR3	chr21	38597566	38639863	14505	0.000					7					
syn3-normal	KRTAP19-4	chr21	31868883	31869684	2406	0.000					1					
syn3-normal	SETD4	chr21	37408130	37431435	23139	0					12					
syn3-normal	MX2	chr21	42735300	42780434	28872	0.000					13					
syn3-normal	C21orf2	chr21	45749798	45759327	15207	0.000					7					
syn3-normal	LINC00319	chr21	44869705	44870756	3156	0.000					1					
syn3-normal	RRP1	chr21	45209230	45223886	21120	0					10					
syn3-normal	MIR99A	chr21	17911169	17911738	1710	0.000					1					
syn3-normal	NCAM2	chr21	22370584	22911056	39813	0.000					19					
syn3-normal	SPATC1L	chr21	47581024	47602985	8178	0.000					3					
syn3-normal	KRTAP13-4	chr21	31802323	31803543	3663	0.000					1					
syn3-normal	MIR3687-1	chr21	9825583	9826504	2766	0.000					1					
syn3-normal	KCNJ15	chr21	39668599	39673962	10947	0					2					
syn3-normal	PDXK	chr21	45138917	45182179	33171	0					16					
syn3-normal	LINC00308	chr21	23481490	23487398	5217	0.000					3					
syn3-normal	IFNAR2	chr21	34602538	34636025	21915	0.000					9					
syn3-normal	KRTAP26-1	chr21	31691430	31692797	4104	0.000					1					
syn3-normal	IFNAR1	chr21	34697120	34728080	18660	0.000					9					
syn3-normal	LINC01548	chr21	34537690	34542752	6636	0.000					3					
syn3-normal	SIK1	chr21	44834212	44846326	26445	0.000					7					
syn3-normal	ADAMTS1	chr21	28208517	28217425	21372	0.000					5					
syn3-normal	DSCR10	chr21	39579968	39580798	2493	0.000					1					
syn3-normal	DOPEY2	chr21	37536772	37666783	75585	0					34					
syn3-normal	PIGP	chr21	38437665	38445128	8478	0					4					
syn3-normal	RRP1B	chr21	45079249	45114213	32742	0.000					15					
syn3-normal	LINC00313	chr21	44891227	44898266	5286	0.000					3					
syn3-normal	KRTAP7-1	chr21	32201512	32202271	2280	0.000					1					
syn3-normal	DSCR4	chr21	39426610	39493599	5478	0.000					3					
syn3-normal	TFF2	chr21	43766337	43771322	7530	0					4					
syn3-normal	GRIK1	chr21	30925581	31312073	39189	0					20					
syn3-normal	BAGE2	chr21	11020524	11099021	19944	0.000					9					
syn3-normal	U2AF1	chr21	44512936	44527864	14043	0.000					7					
syn3-normal	RUNX1-IT1	chr21	36410602	36411078	1431	0.000					1					
syn3-normal	U2AF1L5	chr21	44512936	44527864	14043	0.000					7					
syn3-normal	KRTAP23-1	chr21	31720424	31721180	2271	0.000					1					
syn3-normal	MIR4327	chr21	31747369	31747931	1689	0.000					1					
syn3-normal	SMIM11A	chr21	35751503	35758212	3819	0					2					
syn3-normal	KRTAP19-1	chr21	31852038	31852815	2334	0.000					1					
syn3-normal	LINC00314	chr21	29394842	29395489	1944	0.000					1					
syn3-normal	ADAMTS5	chr21	28290251	28338978	31146	0.000					13					
syn3-normal	PAXBP1	chr21	34105930	34144206	40677	0					18					
syn3-normal	MX1	chr21	42803743	42830922	25287	0					12					
syn3-normal	PRMT2	chr21	48056608	48084459	23187	0					12					
syn3-normal	KRTAP11-1	chr21	32252719	32254113	4185	0.000					1					
syn3-normal	SNORA80A	chr21	33749182	33749886	2115	0.000					1					
syn3-normal	KRTAP21-2	chr21	32118984	32119778	2385	0.000					1					
syn3-normal	KRTAP10-1	chr21	45958866	45960213	4044	0.000					1					
syn3-normal	UBASH3A	chr21	43823800	43867587	28224	0					14					
syn3-normal	MIR155HG	chr21	26946042	26946594	1659	0.000					1					
syn3-normal	OLIG1	chr21	34442250	34444924	8025	0.000					1					
syn3-normal	HSPA13	chr21	15743240	15755704	14421	0.000					7					
syn3-normal	MIR3687-2	chr21	9825583	9826504	2766	0.000					1					
syn3-normal	LOC102724652	chr21	44588927	44592609	8409	0					2					
syn3-normal	ABCC13	chr21	15646156	15672208	12492	0					6					
syn3-normal	S100B	chr21	48018976	48022604	4122	0					2					
syn3-normal	KRTAP12-2	chr21	46086061	46086954	2682	0.000					1					
syn3-normal	LOC388813	chr21	15964663	16015706	14469	0					8					
syn3-normal	BAGE4	chr21	11020524	11099021	15621	0.000					7					
syn3-normal	LRRC3	chr21	45876217	45878951	8205	0.000					1					
syn3-normal	MIS18A	chr21	33641077	33651560	9351	0.000					5					
syn3-normal	KRTAP15-1	chr21	31812362	31813417	3168	0.000					1					
syn3-normal	ABCG1	chr21	43639173	43717334	39066	0.000					17					
syn3-normal	COL6A2	chr21	47531108	47552602	43389	0.000					11					
syn3-normal	MIR155	chr21	26946042	26946594	1659	0.000					1					
syn3-normal	B3GALT5-AS1	chr21	40969307	40984521	10512	0.000					5					
syn3-normal	KRTAP6-1	chr21	31985754	31986439	2058	0.000					1					
syn3-normal	KRTAP21-3	chr21	32090618	32091328	2133	0.000					1					
syn3-normal	PTTG1IP	chr21	46269268	46293787	14745	0.000					7					
syn3-normal	CBR3-AS1	chr21	37504519	37515925	4983	0					2					
syn3-normal	LSS	chr21	47608224	47648929	42021	0					20					
syn3-normal	POFUT2	chr21	46685116	46708041	21021	0.000					9					
syn3-normal	WDR4	chr21	44269909	44300246	24729	0					12					
syn3-normal	TMEM50B	chr21	34821462	34851402	16953	0					8					
syn3-normal	TPTE	chr21	10906621	10974008	38805	0					20					
syn3-normal	CYYR1	chr21	27840535	27945482	11934	0					6					
syn3-normal	RBM11	chr21	15588286	15599833	9861	0.000					5					
syn3-normal	KRTAP10-5	chr21	45999315	46000664	4050	0.000					1					
syn3-normal	RSPH1	chr21	43892649	43916502	15177	0					8					
syn3-normal	LTN1	chr21	30300218	30365443	67248	0					28					
syn3-normal	LIPI	chr21	15481049	15579541	22638	0					12					
syn3-normal	KRTAP21-1	chr21	32127159	32127893	2205	0.000					1					
syn3-normal	KRTAP10-6	chr21	46011008	46012649	4926	0.000					1					
syn3-normal	KRTAP13-3	chr21	31797460	31798424	2895	0.000					1					
syn3-normal	KRTAP12-4	chr21	46073995	46074792	2394	0.000					1					
syn3-normal	KRTAP10-2	chr21	45970258	45971567	3930	0.000					1					
syn3-normal	PCP4	chr21	41239121	41301314	6114	0.000					3					
syn3-normal	MRPL39	chr21	26957782	26980033	20175	0.000					11					
syn3-normal	CLDN17	chr21	31537997	31539244	3744	0.000					1					
syn3-normal	SLC37A1	chr21	43938263	44001716	38382	0					20					
syn3-normal	MIR3648-1	chr21	9825583	9826504	2766	0.000					1					
syn3-normal	WRB-SH3BGR	chr21	40752051	40887675	22755	0					12					
syn3-normal	C21orf62-AS1	chr21	34156911	34169634	5469	0.000					3					
syn3-normal	C2CD2	chr21	43305358	43373982	35580	0					16					
syn3-normal	FAM207A	chr21	46359692	46396978	13611	0.000					7					
syn3-normal	RIPPLY3	chr21	38378823	38390747	7716	0					4					
syn3-normal	ATP5O	chr21	35275583	35288338	12054	0					6					
syn3-normal	SYNJ1	chr21	34000819	34100632	69282	0.000					31					
syn3-normal	KRTAP19-7	chr21	31933125	31933823	2097	0.000					1					
syn3-normal	TTC3	chr21	38445331	38574150	89808	0.000					43					
syn3-normal	CLDN8	chr21	31586810	31588514	5115	0.000					1					
syn3-tumor	KRTAP21-3	chr21	32090618	32091328	2133	0.086					1					
syn3-tumor	PTTG1IP	chr21	46269268	46293787	14745	-0.045					7					
syn3-tumor	CBR3-AS1	chr21	37504519	37515925	4983	0.0875					2					
syn3-tumor	LSS	chr21	47608224	47648929	42021	-0.014					20					
syn3-tumor	POFUT2	chr21	46685116	46708041	21021	0.059					9					
syn3-tumor	WDR4	chr21	44269909	44300246	24729	-0.0285					12					
syn3-tumor	COL6A2	chr21	47531108	47552602	43389	-0.055					11					
syn3-tumor	MIR155	chr21	26946042	26946594	1659	-0.005					1					
syn3-tumor	B3GALT5-AS1	chr21	40969307	40984521	10512	0.076					5					
syn3-tumor	KRTAP6-1	chr21	31985754	31986439	2058	-0.109					1					
syn3-tumor	KRTAP10-5	chr21	45999315	46000664	4050	-0.040					1					
syn3-tumor	RSPH1	chr21	43892649	43916502	15177	-0.007					8					
syn3-tumor	RBM11	chr21	15588286	15599833	9861	0.021					5					
syn3-tumor	LTN1	chr21	30300218	30365443	67248	0.008					28					
syn3-tumor	TMEM50B	chr21	34821462	34851402	16953	0.0415					8					
syn3-tumor	TPTE	chr21	10906621	10974008	38805	-0.1					20					
syn3-tumor	CYYR1	chr21	27840535	27945482	11934	0.12					6					
syn3-tumor	KRTAP13-3	chr21	31797460	31798424	2895	0.000					1					
syn3-tumor	KRTAP12-4	chr21	46073995	46074792	2394	0.102					1					
syn3-tumor	KRTAP10-2	chr21	45970258	45971567	3930	0.075					1					
syn3-tumor	CLDN17	chr21	31537997	31539244	3744	-0.360					1					
syn3-tumor	MRPL39	chr21	26957782	26980033	20175	-0.030					11					
syn3-tumor	PCP4	chr21	41239121	41301314	6114	0.085					3					
syn3-tumor	SLC37A1	chr21	43938263	44001716	38382	0.0585					20					
syn3-tumor	LIPI	chr21	15481049	15579541	22638	0.046					12					
syn3-tumor	KRTAP21-1	chr21	32127159	32127893	2205	0.222					1					
syn3-tumor	KRTAP10-6	chr21	46011008	46012649	4926	0.080					1					
syn3-tumor	FAM207A	chr21	46359692	46396978	13611	0.076					7					
syn3-tumor	RIPPLY3	chr21	38378823	38390747	7716	0.0165					4					
syn3-tumor	KRTAP19-7	chr21	31933125	31933823	2097	0.077					1					
syn3-tumor	SYNJ1	chr21	34000819	34100632	69282	0.029					31					
syn3-tumor	ATP5O	chr21	35275583	35288338	12054	-0.057					6					
syn3-tumor	CLDN8	chr21	31586810	31588514	5115	-0.055					1					
syn3-tumor	TTC3	chr21	38445331	38574150	89808	-0.001					43					
syn3-tumor	MIR3648-1	chr21	9825583	9826504	2766	0.050					1					
syn3-tumor	C21orf62-AS1	chr21	34156911	34169634	5469	-0.082					3					
syn3-tumor	C2CD2	chr21	43305358	43373982	35580	-0.016					16					
syn3-tumor	WRB-SH3BGR	chr21	40752051	40887675	22755	-0.037	23	BP	Del	1	12	-2.33	2.3	8(40870271-40870834)	1	0.333
syn3-tumor	BAGE2	chr21	11020524	11099021	19944	0.004					9					
syn3-tumor	KRTAP7-1	chr21	32201512	32202271	2280	0.045					1					
syn3-tumor	GRIK1	chr21	30925581	31312073	39189	0.008					20					
syn3-tumor	DSCR4	chr21	39426610	39493599	5478	0.063					3					
syn3-tumor	TFF2	chr21	43766337	43771322	7530	-0.007					4					
syn3-tumor	RUNX1-IT1	chr21	36410602	36411078	1431	0.021					1					
syn3-tumor	U2AF1	chr21	44512936	44527864	14043	-0.091					7					
syn3-tumor	U2AF1L5	chr21	44512936	44527864	14043	-0.091					7					
syn3-tumor	DOPEY2	chr21	37536772	37666783	75585	0.007					34					
syn3-tumor	DSCR10	chr21	39579968	39580798	2493	-0.440					1					
syn3-tumor	PIGP	chr21	38437665	38445128	8478	0.097					4					
syn3-tumor	LINC00313	chr21	44891227	44898266	5286	0.042					3					
syn3-tumor	RRP1B	chr21	45079249	45114213	32742	0.007					15					
syn3-tumor	ADAMTS5	chr21	28290251	28338978	31146	-0.013					13					
syn3-tumor	PAXBP1	chr21	34105930	34144206	40677	0.0335					18					
syn3-tumor	MX1	chr21	42803743	42830922	25287	-0.0465					12					
syn3-tumor	PRMT2	chr21	48056608	48084459	23187	0.0425					12					
syn3-tumor	KRTAP11-1	chr21	32252719	32254113	4185	0.022					1					
syn3-tumor	SNORA80A	chr21	33749182	33749886	2115	0.185					1					
syn3-tumor	KRTAP23-1	chr21	31720424	31721180	2271	-0.008					1					
syn3-tumor	MIR4327	chr21	31747369	31747931	1689	-0.149					1					
syn3-tumor	SMIM11A	chr21	35751503	35758212	3819	0.061					2					
syn3-tumor	LINC00314	chr21	29394842	29395489	1944	-0.197					1					
syn3-tumor	KRTAP19-1	chr21	31852038	31852815	2334	0.086					1					
syn3-tumor	OLIG1	chr21	34442250	34444924	8025	-0.066					1					
syn3-tumor	KRTAP21-2	chr21	32118984	32119778	2385	0.152					1					
syn3-tumor	KRTAP10-1	chr21	45958866	45960213	4044	0.069					1					
syn3-tumor	UBASH3A	chr21	43823800	43867587	28224	-0.073					14					
syn3-tumor	MIR155HG	chr21	26946042	26946594	1659	-0.005					1					
syn3-tumor	KRTAP15-1	chr21	31812362	31813417	3168	0.002					1					
syn3-tumor	MIS18A	chr21	33641077	33651560	9351	-0.011					5					
syn3-tumor	BAGE4	chr21	11020524	11099021	15621	0.004					7					
syn3-tumor	LRRC3	chr21	45876217	45878951	8205	0.005					1					
syn3-tumor	ABCG1	chr21	43639173	43717334	39066	-0.024					17					
syn3-tumor	HSPA13	chr21	15743240	15755704	14421	-0.067					7					
syn3-tumor	MIR3687-2	chr21	9825583	9826504	2766	0.050					1					
syn3-tumor	ABCC13	chr21	15646156	15672208	12492	0.034					6					
syn3-tumor	LOC102724652	chr21	44588927	44592609	8409	0.113					2					
syn3-tumor	S100B	chr21	48018976	48022604	4122	-0.0145					2					
syn3-tumor	KRTAP12-2	chr21	46086061	46086954	2682	0.098					1					
syn3-tumor	LOC388813	chr21	15964663	16015706	14469	0.1585					8					
syn3-tumor	KRTAP25-1	chr21	31661324	31662020	2091	0.082					1					
syn3-tumor	MIR3118-1	chr21	15016834	15017422	1767	0.113					1					
syn3-tumor	KRTAP20-2	chr21	32007380	32008142	2289	0.085					1					
syn3-tumor	TRPM2-AS	chr21	45841951	45842492	1626	0.188					1					
syn3-tumor	CRYZL1	chr21	34961781	35013804	27201	0.023					14					
syn3-tumor	HLCS	chr21	38123233	38349179	34686	0.046					15					
syn3-tumor	KRTAP22-2	chr21	31962277	31962978	2106	-0.065					1					
syn3-tumor	TEKT4P2	chr21	9906882	9966626	7479	-0.171					4					
syn3-tumor	PCBP3	chr21	47269693	47361870	30207	-0.074					14					
syn3-tumor	KRTAP10-12	chr21	46116899	46118193	3885	0.026					1					
syn3-tumor	PSMG1	chr21	40547241	40555605	12969	0.0115					6					
syn3-tumor	URB1	chr21	33686616	33765946	82191	-0.0215					36					
syn3-tumor	DSCR3	chr21	38597566	38639863	14505	-0.028					7					
syn3-tumor	KRTAP10-7	chr21	46020375	46022184	5430	-0.039					1					
syn3-tumor	SETD4	chr21	37408130	37431435	23139	-0.0325					12					
syn3-tumor	KRTAP19-4	chr21	31868883	31869684	2406	0.121					1					
syn3-tumor	MX2	chr21	42735300	42780434	28872	0.069					13					
syn3-tumor	SH3BGR	chr21	40823576	40887675	17751	-0.047	24	BP	Del	1	9	-2.33	2.3	5(40870271-40870834)	1	0.333
syn3-tumor	TMPRSS15	chr21	19642016	19776176	44610	0.013					22					
syn3-tumor	NCAM2	chr21	22370584	22911056	39813	0.065					19					
syn3-tumor	KRTAP13-4	chr21	31802323	31803543	3663	-0.275					1					
syn3-tumor	SPATC1L	chr21	47581024	47602985	8178	0.156					3					
syn3-tumor	KCNJ15	chr21	39668599	39673962	10947	-0.146					2					
syn3-tumor	MIR3687-1	chr21	9825583	9826504	2766	0.050					1					
